file_name,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,talking
Blade_runner_2049_4806.wav,10.1285208936553,-2.3104138833929824,14.228135974117446,-4.035910582466614,-3.2177667350215127,5.899802285178893,-0.5133846051895468,4.201199159315829,3.523539733104541,8.326512536574594,9.293121982809913,2.824958204831096,2.811544382717692,True
Blade_runner_2049_9467.wav,14.81317800156426,25.207004764960413,7.759559157044524,-4.807255259386441,-11.883262345894186,0.5156459702618733,4.32306972791599,12.207665665800379,15.090763325957491,10.461844927335996,2.7675365722001075,5.542582694969996,10.196744985684507,True
Blade_runner_2049_5988.wav,15.147253641437864,6.833424796363921,-17.200628878821625,5.543002813099914,3.25810142553465,22.54401949153927,-9.052845104902,-14.140012757978932,-11.734133427389848,3.206698569164566,-1.1586642465135353,-12.76759150786343,-20.805162139550113,True
Blade_runner_2049_1015.wav,17.764755969027423,20.04858126593648,-23.43781382957998,24.481688316456104,-3.4522294202490733,5.373131545673649,-11.407464974083961,-9.194414115610424,-31.33909545418555,-3.0989063501870686,0.5012641088442126,5.508773418484369,-1.227778961123908,True
Blade_runner_2049_5206.wav,12.667225935300767,-11.331912789375608,10.287428188136467,15.271037445852292,8.014449185165134,9.792789297425719,13.640509603273175,13.274844780885854,4.976345429591757,6.036881945133575,2.7770407222671625,1.2049771978849462,1.5631625262820212,True
Blade_runner_2049_6386.wav,16.527727813913632,5.539023480625109,-13.976085835368389,28.09020267918754,-17.823924092603402,22.950382990363405,-3.3993966681033974,12.73303440897133,-18.859573690916168,-3.112677024595441,5.2024406547013715,11.894309099240168,6.18846204890055,True
Blade_runner_2049_7491.wav,13.982448658249975,7.6238103320254655,-7.173303852199343,6.3270851795555485,-10.696072596838256,-7.141780930204128,-1.8740788809316533,-1.420989957540983,-2.2016189946211004,-0.168339784427531,8.112953478924066,4.3132066484553135,-5.819202431089901,True
Blade_runner_2049_1157.wav,16.22064824035932,-5.809657541561674,-12.557899603433759,34.77578709797832,-4.44016045667685,12.018903099579997,5.472002144362064,9.373183502231479,8.082675331015912,-3.49310313610418,-1.5592323914848976,0.8885026543452387,-0.09584818696876998,True
Blade_runner_2049_1230.wav,10.901230130300858,-7.636957969036209,6.175237241604888,20.118751198390715,7.751443983828047,15.29639265562734,10.91039682477723,7.479316630253509,3.600414954525385,0.6475377916643236,-0.23414814259670225,1.9272158003355213,3.5686737036267893,True
Blade_runner_2049_4028.wav,19.102790604414277,6.482483113592425,-22.410568974463093,15.869085117717443,-13.116329544915445,4.621690207575615,-15.44161997892207,-12.821849068501463,-15.03145341720085,-12.859329744851317,-16.82628869426365,-10.63192101289943,-5.434858990724532,True
